gene_id_Zm	OG	module_num	module_color	hub_score_kME	description (maizeGDB's maizemine)
Zm00001eb203690	OG0009370	3	brown	0.46738087	Plastidic glucose transporter like
Zm00001eb148220	OG0023198	3	brown	0.60963598	S-acyltransferase
Zm00001eb289210	OG0023509	3	brown	0.57404815	Pi starvation-induced protein
Zm00001eb333190	OG0003518	3	brown	0.41109018	Phenazine biosynthesis PhzC/PhzF protein
Zm00001eb332710	OG0003031	3	brown	0.5364998	Phosphoribosyl-AMP cyclohydrolase
Zm00001eb158180	OG0005190	5	green	0.452786	NA
Zm00001eb018630	OG0001780	5	green	0.30939664	Benzoxazinone synthesis11
Zm00001eb018640	OG0001780	5	green	0.30939664	Benzoxazinone synthesis11
Zm00001eb018660	OG0001780	5	green	0.30939664	5-pentadecatrienyl resorcinol O-methyltransferase
Zm00001eb092770	OG0001780	5	green	0.30939664	O-metyltransferase
Zm00001eb392340	OG0001780	5	green	0.30939664	Benzoxazinone synthesis11
Zm00001eb218700	OG0010256	5	green	0.42782362	Putative glutathione S-transferase GSTU1
Zm00001eb202970	OG0012952	5	green	0.49485449	NA
Zm00001eb289370	OG0004275	5	green	0.46151708	2-phospho-L-lactate guanylyltransferase
Zm00001eb399590	OG0016081	5	green	0.32769275	Non-symbiotic hemoglobin
Zm00001eb178510	OG0002507	5	green	0.47266446	TauD domain-containing protein
Zm00001eb299370	OG0001437	5	green	0.59221108	Pathogenesis-related protein 1-9
Zm00001eb013430	OG0021438	5	green	0.62994521	Asparagine synthetase [glutamine-hydrolyzing]
Zm00001eb396990	OG0021438	5	green	0.62994521	Asparagine synthetase [glutamine-hydrolyzing]
Zm00001eb283450	OG0003395	5	green	0.44908167	Stem 28 kDa glycoprotein
Zm00001eb084370	OG0014285	5	green	0.565532	Momilactone A synthase
Zm00001eb152160	OG0005913	5	green	0.50640414	Glutathione transferase
Zm00001eb246140	OG0004421	5	green	0.76390596	High-affinity nitrate transporter
Zm00001eb328300	OG0006403	5	green	0.66478989	NA
Zm00001eb204150	OG0003425	5	green	0.77610101	NA
Zm00001eb210480	OG0018625	5	green	0.53318316	Acyl carrier protein
Zm00001eb258250	OG0011402	5	green	0.40344781	Kelch-like protein 20 isoform A
Zm00001eb006000	OG0016108	5	green	0.44096309	NA
Zm00001eb067240	OG0001593	5	green	0.52550709	NA
Zm00001eb254120	OG0001593	5	green	0.52550709	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
Zm00001eb412740	OG0001593	5	green	0.52550709	NA
Zm00001eb365480	OG0015786	5	green	0.71683073	Nuclear transcription factor Y subunit C-2
Zm00001eb365500	OG0015786	5	green	0.71683073	Nuclear transcription factor Y subunit C-2
Zm00001eb434020	OG0015786	5	green	0.71683073	Nuclear transcription factor Y subunit C-2
Zm00001eb300630	OG0018517	5	green	0.69033592	Putative carboxylesterase 15
Zm00001eb256120	OG0011385	5	green	0.67654197	NA
Zm00001eb300010	OG0020937	5	green	0.70331707	Non-specific serine/threonine protein kinase
Zm00001eb072420	OG0010847	5	green	0.68485717	AT-hook motif nuclear-localized protein
Zm00001eb428380	OG0010847	5	green	0.68485717	AT-hook motif nuclear-localized protein
Zm00001eb023780	OG0012019	5	green	0.59763339	Transcription factor MYBS2
Zm00001eb121240	OG0012019	5	green	0.59763339	NA
Zm00001eb094710	OG0016578	5	green	0.6066627	NA
Zm00001eb305660	OG0016578	5	green	0.6066627	NA
Zm00001eb214260	OG0009308	5	green	0.66899905	Peroxidase
Zm00001eb413520	OG0002100	5	green	0.68908608	F-box protein SKIP19
Zm00001eb251340	OG0013403	5	green	0.6514202	Peroxidase
Zm00001eb194530	OG0005811	5	green	0.77945472	Aquaporin NIP2-1
Zm00001eb254540	OG0005811	5	green	0.77945472	Aquaporin NIP2-1
Zm00001eb112690	OG0001882	5	green	0.389114	GDA1/CD39 family protein
Zm00001eb303740	OG0010144	5	green	0.50901861	Nitrile-specifier protein 5
Zm00001eb036930	OG0008298	5	green	0.58024801	Purple acid phosphatase
Zm00001eb154120	OG0020695	5	green	0.55762871	Pathogenesis-related family protein isoform 1
Zm00001eb138460	OG0019437	5	green	0.59709829	Tetraacyldisaccharide 4'-kinase
Zm00001eb102510	OG0005324	5	green	0.683316	Calmodulin binding protein
Zm00001eb317820	OG0005324	5	green	0.683316	Auxin-responsive protein SAUR71
Zm00001eb080230	OG0012575	5	green	0.73641122	NA
Zm00001eb084600	OG0004056	5	green	0.61253552	Potassium transporter
Zm00001eb002380	OG0001235	5	green	0.44829967	NA
Zm00001eb383670	OG0011342	5	green	0.73973561	HMA domain-containing protein
Zm00001eb418090	OG0001487	5	green	0.428687	1-aminocyclopropane-1-carboxylate oxidase
Zm00001eb418130	OG0001487	5	green	0.428687	1-aminocyclopropane-1-carboxylate oxidase
Zm00001eb418140	OG0001487	5	green	0.428687	1-aminocyclopropane-1-carboxylate oxidase
Zm00001eb284270	OG0002922	5	green	0.58446764	ATP-dependent 6-phosphofructokinase
Zm00001eb350090	OG0002922	5	green	0.58446764	ATP-dependent 6-phosphofructokinase
Zm00001eb302370	OG0013654	5	green	0.60904944	1-deoxy-D-xylulose-5-phosphate synthase
Zm00001eb074330	OG0003907	5	green	0.5411011	Putative cis-zeatin O-glucosyltransferase
Zm00001eb367250	OG0003907	5	green	0.5411011	Putative cis-zeatin O-glucosyltransferase
Zm00001eb006760	OG0017734	5	green	0.64894284	GroES-like zinc-binding dehydrogenase family protein isoform 2
Zm00001eb063780	OG0015434	5	green	0.39122326	Abscisic acid 8'-hydroxylase 3
Zm00001eb260350	OG0011914	5	green	0.74320605	Glycolipid transfer protein 3
Zm00001eb434290	OG0015785	5	green	0.58090663	Serine/threonine-protein kinase STY46
Zm00001eb091080	OG0002470	5	green	0.70401409	1-aminocyclopropane-1-carboxylate oxidase
Zm00001eb201390	OG0002470	5	green	0.70401409	1-aminocyclopropane-1-carboxylate oxidase
Zm00001eb384670	OG0011338	5	green	0.6211986	NA
Zm00001eb259170	OG0017980	5	green	0.79335474	AT-hook motif nuclear-localized protein
Zm00001eb245000	OG0002003	5	green	0.37630682	NA
Zm00001eb276740	OG0004538	5	green	0.72136162	VQ domain-containing protein
Zm00001eb386240	OG0004538	5	green	0.72136162	VQ domain-containing protein
Zm00001eb110130	OG0005852	5	green	0.36567092	Putative calcium-binding protein CML45
Zm00001eb328350	OG0005852	5	green	0.36567092	Putative calcium-binding protein CML45
Zm00001eb162740	OG0009416	5	green	0.46752714	NA
Zm00001eb209670	OG0002026	5	green	0.58197805	High-affinity nitrate transporter 2.1
Zm00001eb209690	OG0002026	5	green	0.58197805	High-affinity nitrate transporter 2.1
Zm00001eb127820	OG0008877	5	green	0.69668414	flowering-promoting factor 1-like protein 3
Zm00001eb333480	OG0008877	5	green	0.69668414	flowering-promoting factor 1-like protein 3
Zm00001eb038860	OG0012446	5	green	0.76487414	AT-hook motif nuclear-localized protein
Zm00001eb175780	OG0012446	5	green	0.76487414	AT-hook motif nuclear-localized protein
Zm00001eb204390	OG0013973	5	green	0.62689692	AT-hook motif nuclear-localized protein
Zm00001eb238350	OG0013973	5	green	0.62689692	AT-hook motif nuclear-localized protein
Zm00001eb414810	OG0005785	5	green	0.53239625	Phenolic glucoside malonyltransferase 2
Zm00001eb384280	OG0021637	5	green	0.47598901	Inositol oxygenase
Zm00001eb266420	OG0006284	5	green	0.48662058	Zinc finger protein ZAT5
Zm00001eb248960	OG0009098	5	green	0.71418944	Cytochrome b5 heme-binding domain-containing protein
Zm00001eb361110	OG0018146	5	green	0.56449666	High affinity nitrate transporter 2.5
Zm00001eb032850	OG0013049	5	green	0.43363546	VQ domain-containing protein
Zm00001eb008200	OG0019186	5	green	0.66830671	Cytochrome b561 and DOMON domain-containing protein
Zm00001eb401120	OG0019186	5	green	0.66830671	Cytochrome b561 and DOMON domain-containing protein
Zm00001eb285920	OG0014337	5	green	0.55728543	Seed coat BURP domain protein 1
Zm00001eb075530	OG0014227	5	green	0.68828652	Beta-fructofuranosidase
Zm00001eb427460	OG0014227	5	green	0.68828652	Beta-fructofuranosidase 1
Zm00001eb219610	OG0013411	5	green	0.37751894	Secretory carrier-associated membrane protein
Zm00001eb138300	OG0009077	5	green	0.68996893	Glutathione transferase
Zm00001eb025550	OG0018478	5	green	0.65375651	Serine carboxypeptidase-like 19
Zm00001eb225090	OG0018478	5	green	0.65375651	Serine carboxypeptidase-like 18
Zm00001eb152110	OG0006180	5	green	0.54086262	NA
Zm00001eb003960	OG0014475	5	green	0.49733234	NA
Zm00001eb318920	OG0010510	5	green	0.37364139	Ethylene-responsive transcription factor RAP2-11
Zm00001eb077930	OG0009563	5	green	0.61685142	Sialyltransferase-like protein 3
Zm00001eb426190	OG0009563	5	green	0.61685142	Sialyltransferase-like protein 3
Zm00001eb241870	OG0014643	5	green	0.66846774	Auxin-responsive protein SAUR72
Zm00001eb108800	OG0012125	5	green	0.37652689	UDP-arabinopyranose mutase
Zm00001eb327030	OG0012125	5	green	0.37652689	UDP-arabinopyranose mutase
Zm00001eb313460	OG0013238	5	green	0.54224581	Tetraspanin-8
Zm00001eb013360	OG0016048	5	green	0.56084413	Jasmonate-regulated gene 21
Zm00001eb397060	OG0016048	5	green	0.56084413	Jasmonate-regulated gene 21
Zm00001eb314670	OG0015314	5	green	0.50840178	Hexosyltransferase
Zm00001eb295250	OG0008427	5	green	0.67511452	NA
Zm00001eb343180	OG0008427	5	green	0.67511452	NA
Zm00001eb265310	OG0001367	5	green	0.4925868	Protein kinase domain-containing protein
Zm00001eb144340	OG0007666	5	green	0.37603011	GRAS domain-containing protein
Zm00001eb213360	OG0013822	5	green	0.48164498	SynN domain-containing protein
Zm00001eb040900	OG0007327	5	green	0.44591239	Glutamine dumper 3
Zm00001eb143500	OG0006162	5	green	0.74268681	Loricrin
Zm00001eb364830	OG0006162	5	green	0.74268681	Loricrin
Zm00001eb253110	OG0011980	5	green	0.5820685	Amino acid permease 2
Zm00001eb047120	OG0019672	5	green	0.61250446	Peroxidase
Zm00001eb222560	OG0019672	5	green	0.61250446	Peroxidase
Zm00001eb127750	OG0021766	5	green	0.4085192	AB hydrolase-1 domain-containing protein
Zm00001eb346870	OG0003206	5	green	0.51444458	DLH domain-containing protein
Zm00001eb278460	OG0004514	5	green	0.40526624	NA
Zm00001eb200700	OG0003975	5	green	0.55844101	NBS-LRR type protein (Fragment)
Zm00001eb206730	OG0008198	5	green	0.46093964	WRKY domain-containing protein
Zm00001eb234120	OG0008198	5	green	0.46093964	WRKY domain-containing protein
Zm00001eb197040	OG0001712	5	green	0.68986239	Transcription factor TGAL11
Zm00001eb154460	OG0001329	5	green	0.55733206	Pleiotropic drug resistance protein 12
Zm00001eb226080	OG0001329	5	green	0.55733206	ABC transporter G family member 38
Zm00001eb420840	OG0001329	5	green	0.55733206	NA
Zm00001eb150540	OG0014830	5	green	0.5548317	Auxin-induced protein 5NG4 (Fragment)
Zm00001eb000580	OG0017759	5	green	0.60816613	NA
Zm00001eb206400	OG0001297	5	green	0.61242034	Limonoid UDP-glucosyltransferase
Zm00001eb234750	OG0001297	5	green	0.61242034	Gallate 1-beta-glucosyltransferase
Zm00001eb280290	OG0001297	5	green	0.61242034	Limonoid UDP-glucosyltransferase
Zm00001eb274890	OG0003342	5	green	0.55115773	Glutamine dumper 3
Zm00001eb389560	OG0003342	5	green	0.55115773	Glutamine dumper 3
Zm00001eb099610	OG0008824	5	green	0.53388936	Putative calcium-binding protein CML47
Zm00001eb298310	OG0004848	5	green	0.70882007	Sugar carrier protein C
Zm00001eb008810	OG0022332	5	green	0.65055511	Sugar transport protein 13
Zm00001eb033440	OG0020095	5	green	0.4796555	blue copper protein-like
Zm00001eb159980	OG0008248	5	green	0.79868506	Interferon omega-1
Zm00001eb356950	OG0008248	5	green	0.79868506	ABC family ABC transporter
Zm00001eb317190	OG0004020	5	green	0.52095453	DAO domain-containing protein
Zm00001eb285770	OG0001358	5	green	0.49290037	RING-type E3 ubiquitin transferase
Zm00001eb285790	OG0001358	5	green	0.49290037	RING-H2 finger protein ATL60
Zm00001eb346460	OG0001358	5	green	0.49290037	RING-H2 finger protein ATL3F
Zm00001eb046850	OG0022663	5	green	0.58042145	NADPH-dependent aldehyde reductase-like protein
Zm00001eb382480	OG0020463	5	green	0.65204069	NA
Zm00001eb108040	OG0006392	5	green	0.63929701	NA
Zm00001eb325890	OG0006392	5	green	0.63929701	NA
Zm00001eb066960	OG0010989	5	green	0.47428923	HMA domain-containing protein
Zm00001eb433150	OG0010989	5	green	0.47428923	Heavy metal-associated isoprenylated plant protein 39
Zm00001eb006180	OG0006626	5	green	0.64427119	NA
Zm00001eb256650	OG0011388	5	green	0.49823924	Nuclear transcription factor Y subunit
Zm00001eb056760	OG0013852	5	green	0.42660545	Transcription factor BHLH148
Zm00001eb395440	OG0017665	5	green	0.6435652	RING-type E3 ubiquitin transferase
Zm00001eb137880	OG0019286	5	green	0.49467568	t-SNARE coiled-coil homology domain-containing protein
Zm00001eb206150	OG0010757	5	green	0.55902539	NA
Zm00001eb236500	OG0010757	5	green	0.55902539	NA
Zm00001eb159290	OG0013215	5	green	0.56148774	Secologanin synthase
Zm00001eb154170	OG0018138	5	green	0.6748384	Putative WRKY transcription factor 69
Zm00001eb321830	OG0015363	5	green	0.4547855	C2 domain-containing protein
Zm00001eb008070	OG0008464	5	green	0.60888224	Polyol transporter 5
Zm00001eb108110	OG0005339	5	green	0.44064141	NA
Zm00001eb326050	OG0005339	5	green	0.44064141	NA
Zm00001eb211300	OG0022770	5	green	0.46526166	AB hydrolase-1 domain-containing protein
Zm00001eb138310	OG0004121	5	green	0.77112804	probable leucine-rich repeat receptor-like protein kinase At5g49770
Zm00001eb067640	OG0022906	5	green	0.51979491	Similar to putative receptor protein kinase from A. thaliana
Zm00001eb367770	OG0005227	5	green	0.41086044	15-cis-phytoene synthase
Zm00001eb325640	OG0007156	5	green	0.75466016	Polyol transporter 5
Zm00001eb167070	OG0003659	5	green	0.52241001	Benzyl alcohol O-benzoyltransferase
Zm00001eb176400	OG0003659	5	green	0.52241001	Benzyl alcohol O-benzoyltransferase
Zm00001eb333380	OG0007790	5	green	0.5575542	NA
Zm00001eb040560	OG0023073	5	green	0.49379088	dormancy-associated protein homolog 3
Zm00001eb125120	OG0004381	5	green	0.36780047	Protein SAR DEFICIENT 1
Zm00001eb335390	OG0004381	5	green	0.36780047	Protein SAR DEFICIENT 1
Zm00001eb142090	OG0002260	5	green	0.58556001	AB hydrolase-1 domain-containing protein
Zm00001eb142130	OG0002260	5	green	0.58556001	AB hydrolase-1 domain-containing protein
Zm00001eb143230	OG0009960	5	green	0.7378749	Nucleotide-diphospho-sugar transferase family protein
Zm00001eb183220	OG0020871	5	green	0.46847665	Cell number regulator 2
Zm00001eb296670	OG0010948	5	green	0.52867757	Phytochrome interacting factor 3
Zm00001eb281370	OG0019213	5	green	0.6482023	NA
Zm00001eb147140	OG0014807	5	green	0.38741249	Acidic endochitinase
Zm00001eb241670	OG0003348	5	green	0.71165988	GH10 domain-containing protein
Zm00001eb139850	OG0016402	5	green	0.41752097	Glycerol-3-phosphate dehydrogenase [NAD( )]
Zm00001eb283490	OG0009021	5	green	0.4742794	NA
Zm00001eb073680	OG0020270	5	green	0.42697027	RHOMBOID-like protein (Fragment)
Zm00001eb296540	OG0002537	5	green	0.47974129	Phospholipase A1
Zm00001eb084820	OG0014290	5	green	0.35861859	AT-rich interactive domain-containing protein 1A-like isoform X3
Zm00001eb421430	OG0014290	5	green	0.35861859	Putative AP2/EREBP transcription factor superfamily protein
Zm00001eb206780	OG0012260	5	green	0.74573652	NA
Zm00001eb234280	OG0012260	5	green	0.74573652	NA
Zm00001eb288230	OG0019042	5	green	0.66360398	NA
Zm00001eb349260	OG0019042	5	green	0.66360398	NA
Zm00001eb280310	OG0002440	5	green	0.63230333	Ring-h2 finger protein atl32
Zm00001eb138290	OG0002893	5	green	0.57290011	Carboxypeptidase
Zm00001eb411170	OG0002893	5	green	0.57290011	Carboxypeptidase
Zm00001eb147510	OG0007680	5	green	0.38759272	nematode resistance protein-like HSPRO2
Zm00001eb367110	OG0007680	5	green	0.38759272	Nematode resistance protein-like HSPRO2
Zm00001eb304610	OG0019578	5	green	0.36565858	Nramp metal transporter
Zm00001eb291450	OG0009644	5	green	0.67267408	Auxin-induced protein 5NG4 (Fragment)
Zm00001eb352400	OG0009644	5	green	0.67267408	Auxin-induced protein 5NG4 (Fragment)
Zm00001eb030240	OG0011425	5	green	0.43601324	Ethylene-responsive transcription factor RAP2-11
Zm00001eb077350	OG0002201	5	green	0.6655119	Ammonium transporter
Zm00001eb247430	OG0002201	5	green	0.6655119	Ammonium transporter
Zm00001eb419580	OG0002120	5	green	0.67574497	Fe2OG dioxygenase domain-containing protein
Zm00001eb187410	OG0010410	5	green	0.39544846	NA
Zm00001eb250800	OG0010410	5	green	0.39544846	NA
Zm00001eb159210	OG0004850	5	green	0.5607778	Cytochrome P450 family 72 subfamily A polypeptide 8
Zm00001eb076520	OG0002382	5	green	0.51892116	Cytochrome P450 family 72 subfamily A polypeptide 8
Zm00001eb358780	OG0002382	5	green	0.51892116	Cytochrome P450 family 72 subfamily A polypeptide 8
Zm00001eb113920	OG0001260	5	green	0.41875042	Nicotianamine aminotransferase A
Zm00001eb201770	OG0001260	5	green	0.41875042	Nicotianamine aminotransferase A
Zm00001eb208480	OG0013895	5	green	0.39871185	Calcium-binding protein KIC
Zm00001eb265830	OG0003814	5	green	0.6044141	ABC transporter domain-containing protein
Zm00001eb355370	OG0003814	5	green	0.6044141	ABC transporter domain-containing protein
Zm00001eb419890	OG0020617	5	green	0.41768394	Non-functional NADPH-dependent codeinone reductase 2
Zm00001eb362170	OG0020659	5	green	0.38848141	Aquaporin TIP
Zm00001eb173900	OG0007941	5	green	0.5568709	L-gulonolactone oxidase
Zm00001eb415720	OG0016787	5	green	0.40760402	Reticuline oxidase
Zm00001eb136640	OG0003224	5	green	0.58667821	Aspartic proteinase nepenthesin-1
Zm00001eb136650	OG0003224	5	green	0.58667821	Aspartic proteinase nepenthesin-1
Zm00001eb160830	OG0020263	5	green	0.52392081	Aldedh domain-containing protein
Zm00001eb348300	OG0022257	5	green	0.52493488	Glucan endo-1
Zm00001eb152200	OG0011565	5	green	0.72926813	Indole-3-acetic acid amido synthetase
Zm00001eb203330	OG0013947	5	green	0.48323484	Calcineurin B-like protein 4
Zm00001eb040070	OG0008302	5	green	0.52805089	Myb domain protein 6
Zm00001eb154450	OG0016503	5	green	0.46360355	Lachrymatory-factor synthase
Zm00001eb149060	OG0004209	5	green	0.44660354	Putative carboxylesterase 15
Zm00001eb300670	OG0004209	5	green	0.44660354	probable carboxylesterase 15
Zm00001eb191650	OG0007594	5	green	0.33279322	Phosphate transporter PHO1-2
Zm00001eb258520	OG0007594	5	green	0.33279322	Phosphate transporter PHO1-2
Zm00001eb005990	OG0014467	5	green	0.3656307	NA
Zm00001eb121610	OG0013358	5	green	0.62986384	WRKY domain-containing protein
Zm00001eb337290	OG0013358	5	green	0.62986384	WRKY domain-containing protein
Zm00001eb192150	OG0016326	5	green	0.47290695	Calcineurin subunit B
Zm00001eb046870	OG0003661	5	green	0.36371907	NADPH-dependent aldehyde reductase-like protein
Zm00001eb337640	OG0016650	5	green	0.61399315	Alkane hydroxylase MAH1
Zm00001eb325280	OG0006389	5	green	0.54769783	Beta-hexosaminidase
Zm00001eb144120	OG0018080	5	green	0.46343085	BTB/POZ and TAZ domain-containing protein 1
Zm00001eb338510	OG0013882	5	green	0.57590886	GDSL esterase/lipase
Zm00001eb014720	OG0003275	5	green	0.48967409	Calcium-dependent phosphotriesterase superfamily protein
Zm00001eb396100	OG0003275	5	green	0.48967409	Calcium-dependent phosphotriesterase superfamily protein
Zm00001eb016550	OG0012712	5	green	0.37673151	Eukaryotic translation initiation factor 2B family protein
Zm00001eb199360	OG0001785	5	green	0.45464844	Anthranilate O-methyltransferase 1
Zm00001eb199370	OG0001785	5	green	0.45464844	Anthranilate O-methyltransferase 1
Zm00001eb199380	OG0001785	5	green	0.45464844	Anthranilate O-methyltransferase 1
Zm00001eb199390	OG0001785	5	green	0.45464844	Anthranilate O-methyltransferase 1
Zm00001eb149790	OG0008744	5	green	0.70165325	Protein kinase domain-containing protein
Zm00001eb160210	OG0003702	5	green	0.71325136	BHLH domain-containing protein
Zm00001eb357120	OG0003702	5	green	0.71325136	BHLH domain-containing protein
Zm00001eb119130	OG0011767	5	green	0.65484182	Salt stress root protein RS1
Zm00001eb339340	OG0011767	5	green	0.65484182	Salt stress root protein RS1
Zm00001eb090620	OG0012355	5	green	0.46807464	Cytochrome P450
Zm00001eb169710	OG0012355	5	green	0.46807464	Cytochrome P450 family protein
Zm00001eb140540	OG0014776	5	green	0.42623416	Protein RETICULATA-RELATED 4
